filename,energy,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
10. Calvin Harris - Summer (Extended Mix).wav,0.3287546932697296,129.19921875,-0.12784714996814728,79.01834869384766,-6.255881309509277,17.490802764892578,0.23809413611888885,11.509592056274414,-3.1367876529693604,6.641833305358887,-3.212252378463745,3.7412846088409424,-1.536795735359192,4.561819076538086,-2.9802892208099365
Another Love - Tom Odell.wav,0.07620621472597122,123.046875,-320.91961669921875,161.2927703857422,-1.5775099992752075,-2.501570224761963,9.099124908447266,-6.838944911956787,-14.31002426147461,-13.88653564453125,-6.959359169006348,-7.5441670417785645,-13.884126663208008,-10.167786598205566,-3.4456090927124023
In Da Club.wav,0.18878348171710968,117.4538345336914,-101.4762191772461,93.80117797851562,-6.456754207611084,13.241936683654785,5.564850330352783,10.532708168029785,2.1211633682250977,5.428675651550293,-5.119574546813965,3.152055501937866,-6.682654857635498,2.6551249027252197,0.3189558982849121
Vivaldi - Four Seasons Winter - Mvt I Allegro non moto.wav,0.06832777708768845,143.5546875,-225.57235717773438,79.58438110351562,-28.097070693969727,19.004030227661133,-4.986426830291748,-7.73215389251709,-13.808477401733398,1.1784164905548096,-6.252851963043213,1.39482581615448,-6.347903728485107,3.823065996170044,-2.1738452911376953
Adele - Someone Like You (Official Music Video).wav,0.1617663949728012,135.99917602539062,-145.12974548339844,119.6539535522461,-4.41888952255249,3.591463804244995,6.41273307800293,-4.384554386138916,-9.150514602661133,-1.1524709463119507,-8.975194931030273,0.25970232486724854,-13.867091178894043,-1.359616994857788,-11.961132049560547
"David Guetta, Sia - Titanium (feat. Sia).wav",0.26689302921295166,123.046875,-28.649045944213867,71.73558807373047,-11.177679061889648,5.321187496185303,0.6958299875259399,1.093775987625122,12.336641311645508,-6.250428676605225,3.5095624923706055,0.4984593987464905,-5.068418025970459,1.0574787855148315,-3.8637659549713135
Martin-Garrix-Animals.wav,0.28303420543670654,129.19921875,-86.86377716064453,107.1778564453125,-12.421614646911621,23.437381744384766,-3.7158989906311035,17.972671508789062,4.298023223876953,14.989463806152344,2.938593864440918,8.091558456420898,-0.7416841983795166,5.082873821258545,-0.21655219793319702
Beethoven - Moonlight Sonata 1st Movement.wav,0.027663398534059525,143.5546875,-417.38763427734375,175.45994567871094,41.11351013183594,-3.7552318572998047,4.0796990394592285,1.6412684917449951,-7.998162746429443,-11.820084571838379,-11.716869354248047,-10.54771900177002,-7.760091304779053,-4.898773193359375,-4.244558811187744
Stronger - Kanye West (Clean Version).wav,0.25353479385375977,103.359375,-62.041748046875,95.73088073730469,-3.380136251449585,34.61667251586914,12.088232040405273,4.829268932342529,-3.4049923419952393,8.360250473022461,-1.9619203805923462,2.917468309402466,0.9323909282684326,6.833957195281982,0.34826749563217163
Numb  Encore (Official Audio) - Linkin Park  JAY-Z.wav,0.23030336201190948,107.666015625,-33.083984375,86.2796859741211,-8.819262504577637,20.668380737304688,1.042961835861206,2.0033929347991943,-6.7011260986328125,10.152077674865723,-2.6046886444091797,11.90746021270752,0.12566083669662476,5.658860683441162,1.4369897842407227
TNT.wav,0.1180785521864891,129.19921875,-112.0728759765625,84.48603820800781,-23.470569610595703,47.902748107910156,2.817988872528076,10.760052680969238,-3.1568729877471924,6.439558506011963,3.0381579399108887,6.568326950073242,-1.2894338369369507,5.877536773681641,-0.8989889025688171
Shape of You - Ed Sheeran.wav,0.29575392603874207,129.19921875,-45.73980712890625,96.64183807373047,2.6149098873138428,20.940649032592773,7.979874134063721,2.7171385288238525,-9.744647026062012,-0.8486611843109131,-11.522351264953613,-0.6483156681060791,-2.6942262649536133,2.992673873901367,-2.553196668624878
Lose Yourself 4 (2).wav,0.2803480625152588,172.265625,-72.28941345214844,97.07965850830078,-11.199238777160645,34.45596694946289,14.590943336486816,5.915318489074707,10.811887741088867,12.294381141662598,-2.303694248199463,9.422182083129883,0.9993167519569397,4.266091823577881,5.1284499168396
ACDC - Thunderstruck.wav,0.20541562139987946,135.99917602539062,-21.14731788635254,66.92373657226562,-21.075517654418945,31.152597427368164,11.409513473510742,9.936445236206055,-1.136891484260559,10.515937805175781,1.9604665040969849,3.2880709171295166,3.3392040729522705,4.613882541656494,-3.0314860343933105
Smooth Operator - Sade.wav,0.21156099438667297,123.046875,-129.22454833984375,114.49176788330078,32.71731185913086,32.55445861816406,0.8811202645301819,15.789621353149414,1.9912996292114258,8.54907512664795,-3.404320001602173,2.835664987564087,-5.278702735900879,2.2723443508148193,-6.338602066040039
Do i Wanna know- Artic Monkeys.wav,0.13306324183940887,86.1328125,-127.29042053222656,118.67344665527344,-15.141510963439941,30.59299087524414,9.168129920959473,6.112362384796143,4.617436408996582,10.58583927154541,-1.2862260341644287,3.593142509460449,2.4455678462982178,4.96019983291626,-1.6196949481964111
guns-n-roses-songs_guns-n-roses-sweet-child-o-mine.wav,0.14675617218017578,123.046875,-55.211029052734375,82.98326873779297,-17.991323471069336,33.267852783203125,-3.635481119155884,6.016053199768066,-2.021275520324707,1.8326610326766968,-4.976098537445068,-2.351256847381592,-2.02911114692688,-1.7833199501037598,-3.666088342666626
"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton - Can't Hold Us (feat. Ray Dalton).wav",0.26801931858062744,143.5546875,-12.989781379699707,83.10700225830078,-10.845503807067871,16.362140655517578,4.787257194519043,2.927403450012207,-3.1654176712036133,5.920892715454102,-3.807669162750244,8.053115844726562,2.3043456077575684,4.070685863494873,3.381411552429199
